Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4868096,,None,564.44,2,7.99,17,O=C(O)c1ccc2cc(N3CCC4(C=C(c5c(-c6c(Cl)cc(F)cc6Cl)noc5C5CC5)C4)CC3)ccc2n1,EC50,'=',522,nM,6.28,,,UO_0000065,11.13,0.22,-1.71,7.91,0,CHEMBL4825507,Agonist activity at Gal4-fused human FXR expressed in HEK293 cells incubated for overnight by Steady-Glo luciferase reporter gene based luminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,,AGONIST,
CHEMBL4846941,,None,570.47,2,8.05,8,O=C(O)c1cc(F)c2nc(N3CCC4(C=C(c5c(-c6c(Cl)cccc6Cl)noc5C5CC5)C4)CC3)sc2c1,EC50,'=',62.2,nM,7.21,,,UO_0000065,12.63,0.26,-0.84,9.07,0,CHEMBL4825508,Agonist activity at His-tagged human FXR LBD assessed as induction of coactivator SRC-1 peptide recruitment measured after 30 mins by plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 0.5 hr,AGONIST,
CHEMBL4458677,,None,526.76,2,6.58,13,C[C@H](C[C@@H]1OC(C)(C)O[C@H]1C(C)(C)O)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,EC50,'=',2520,nM,5.6,,,UO_0000065,10.63,0.2,-0.98,7.69,0,CHEMBL4408862,Transactivation of FXR (unknown origin) transfected in HepG2 cells co-expressing pBSEP/pGL4.74 incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4406841,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3307718,,,
CHEMBL4437194,,None,468.68,1,5.98,58,C[C@@H]1C[C@@H]2O[C@@]3(C[C@@]4(C)C(=C13)C=C[C@H]1[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@@]14C)O[C@H]2C(C)(C)O,EC50,'=',3340,nM,5.48,,,UO_0000065,11.68,0.22,-0.5,9.82,0,CHEMBL4408862,Transactivation of FXR (unknown origin) transfected in HepG2 cells co-expressing pBSEP/pGL4.74 incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4406841,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3307718,,,
CHEMBL4450162,,None,516.76,2,6.39,68,CC(=O)O[C@H]([C@@H](O)C[C@@H](C)C1=C2CC[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1)C(C)(C)O,EC50,'=',9620,nM,5.02,,,UO_0000065,9.71,0.19,-1.37,5.98,0,CHEMBL4408862,Transactivation of FXR (unknown origin) transfected in HepG2 cells co-expressing pBSEP/pGL4.74 incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4406841,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3307718,,,
CHEMBL1478,LITHOCHOLIC ACID,None,376.58,1,5.51,3; LCA,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4146184,Agonist activity at GST-tagged FXR-LBD (unknown origin) assessed as biotin-labeled SRC-1 recruitment after 30 mins by Alpha Screen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4145453,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL5277834,,None,611.48,2,7,19d,COc1cc(-c2nc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5c(Cl)cccc5Cl)noc3C3CC3)C4)no2)ccc1C(=O)O,EC50,'<',50,nM,,,,UO_0000065,,,,,0,CHEMBL5236173,Agonist activity at FXR (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL5282289,,None,565.86,1,4.03,53,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)NCCS(=O)(=O)[O-])CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12.[K+],EC50,'=',112,nM,6.95,,,UO_0000065,13.17,0.26,2.92,5.61,0,CHEMBL5236194,Agonist activity at GST-tagged FXR (unknown origin) by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL5284954,,None,393.36,0,4.86,47b,O=C(N1CCN(c2cc(Cl)ccc2Cl)CC1)C12CC3CC(CC(C3)C1)C2,EC50,'=',3800,nM,5.42,,,UO_0000065,13.78,0.28,0.56,23.02,0,CHEMBL5236155,Agonist activity at human FXR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL4645537,,None,491.97,1,6.9,18,CC(C)c1onc(-c2ccccc2Cl)c1COc1ccc(COc2ccc(CC(=O)O)cc2)cc1,EC50,'=',2500,nM,5.6,,,UO_0000065,11.39,0.22,-1.3,6.85,0,CHEMBL4630517,Activation of human FXR LBD expressed in HEK293T cells assessed as induction of receptor activation incubated for 12 to 14 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK-293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4627415,1,Scientific Literature,J Med Chem,2020,CHEMBL3706569,,,
CHEMBL3263248,,None,424.46,0,4.72,33,O=C(O)c1ccc(CNC(=O)c2ccccc2NC(=O)c2ccc3ccccc3c2)cc1,EC50,'=',1300,nM,5.89,,,UO_0000065,13.87,0.25,1.17,6.16,1,CHEMBL3396001,Transactivation of human FXR expressed in human HeLa cells incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3393039,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL3393182,,None,420.49,0,4.54,64,CSc1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(CC(=O)O)c2)cc1,EC50,'=',8500,nM,5.07,,,UO_0000065,12.06,0.23,0.53,5.31,0,CHEMBL3396001,Transactivation of human FXR expressed in human HeLa cells incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3393039,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL4089107,,None,530.43,2,6.63,10,O=C(O)c1ccc2nc(N3CC[C@@H](OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)C3)sc2c1,EC50,'=',3060,nM,5.51,,,UO_0000065,10.4,0.22,-1.12,6.22,0,CHEMBL4032660,Agonist activity at recombinant human GST-tagged FXR ligand binding domain (193 to 472 residues) expressed in baculovirus infected insect cells assessed as induction of interaction with biotin labelled SRC-1 after 1 hr by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4028903,1,Scientific Literature,J Med Chem,2017,None,,,
CHEMBL4089107,,None,530.43,2,6.63,10,O=C(O)c1ccc2nc(N3CC[C@@H](OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)C3)sc2c1,EC50,'=',9200,nM,5.04,,,UO_0000065,9.49,0.2,-1.59,5.68,0,CHEMBL4032662,Agonist activity at human FXR expressed in HEK293T cells assessed as BSEP promoter driven cellular transcriptional activity after 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK-293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4028903,1,Scientific Literature,J Med Chem,2017,CHEMBL3706569,,,
CHEMBL4860605,,None,321.34,0,3.13,46,Cc1cc(C(=O)Nc2cccc(C(=O)O)c2)nn1-c1ccccc1,EC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4820034,Agonist activity at FXR-LBD (unknown origin) assessed by ligand binding ability incubated for 3 hrs in absence of light measured by TR-FRET Coactivator assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4819010,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 3.0 hr,,
CHEMBL4162386,,None,518.78,1,4.81,14m,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCCNC(=O)N4CC[C@H](O)C4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',370,nM,6.43,,,UO_0000065,12.4,0.24,1.62,6.91,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL4875500,,None,496.39,1,6.69,13,O=C(O)c1ccc(N2CCC3(C=C(c4c(-c5c(Cl)cccc5Cl)noc4C4CC4)C3)CC2)nc1,EC50,,,,,,Not Determined,,,,,,0,CHEMBL4825508,Agonist activity at His-tagged human FXR LBD assessed as induction of coactivator SRC-1 peptide recruitment measured after 30 mins by plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 0.5 hr,,
CHEMBL4868516,,None,496.39,1,6.69,14,O=C(O)c1ccc(N2CCC3(C=C(c4c(-c5c(Cl)cccc5Cl)noc4C4CC4)C3)CC2)cn1,EC50,,,,,,Not Determined,,,,,,0,CHEMBL4825508,Agonist activity at His-tagged human FXR LBD assessed as induction of coactivator SRC-1 peptide recruitment measured after 30 mins by plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 0.5 hr,,
CHEMBL4846002,,None,572.49,2,8.14,9,O=C(O)c1cc(F)c2nc(N3CCC4(CC3)CC(c3c(-c5c(Cl)cccc5Cl)noc3C3CC3)C4)sc2c1,EC50,'=',202,nM,6.7,,,UO_0000065,11.69,0.24,-1.45,8.43,0,CHEMBL4825507,Agonist activity at Gal4-fused human FXR expressed in HEK293 cells incubated for overnight by Steady-Glo luciferase reporter gene based luminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,,AGONIST,
CHEMBL4514834,,None,501.36,1,3.66,16,CC(=O)NCCN(Cc1ccc(F)cc1)C(=O)c1nn(C)c2c1COc1ccc(Br)cc1-2,EC50,'=',520,nM,6.28,,,UO_0000065,12.53,0.27,2.62,8.22,0,CHEMBL4404101,Agonist activity at FXR transfected in human HEK293T cells o-expressing pGL3/hBSEP/luc incubated for 24 hrs by Steady-Glo reagent based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4402557,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4483715,,None,511.42,1,4.26,20,CC(=O)NCCN(Cc1ccccc1)C(=O)c1nn(C)c2c1C(C)(C)Oc1ccc(Br)cc1-2,EC50,'=',4300,nM,5.37,,,UO_0000065,10.49,0.22,1.11,7.02,0,CHEMBL4404101,Agonist activity at FXR transfected in human HEK293T cells o-expressing pGL3/hBSEP/luc incubated for 24 hrs by Steady-Glo reagent based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4402557,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4642851,,None,660.6,2,9.46,31,CC(=O)C1CCC(Cn2c(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)nc3ccc(C(=O)O)cc32)CC1,EC50,,,,,,Not Determined,,,,,,0,CHEMBL4624949,Agonist activity at GST-fused FXR-LBD (unknown origin) incubated with Fluorecein-SRC2-2 coactivator peptide as substrate by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,None,,,
CHEMBL5083732,,None,421.95,0,3.63,18,CS(=O)(=O)Nc1ccc(CNC(=O)c2ccc(N3CCCCC3)cc2)c(Cl)c1,EC50,'=',410,nM,6.39,,,UO_0000065,15.14,0.31,2.76,8.14,0,CHEMBL5034731,Agonist activity at recombinant human full-length FXR expressed in HeLa cells co-expressing human RXRalpha after 24 hrs by Dual-Glo luciferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5034009,1,Scientific Literature,J Med Chem,2021,None,TIME = 24.0 hr,AGONIST,
CHEMBL5073088,,None,396.9,0,3.43,22,CC(C)Oc1ccc(C(=O)NCc2ccc(NS(C)(=O)=O)cc2Cl)cc1,EC50,'=',400,nM,6.4,,,UO_0000065,16.12,0.34,2.97,7.57,0,CHEMBL5034731,Agonist activity at recombinant human full-length FXR expressed in HeLa cells co-expressing human RXRalpha after 24 hrs by Dual-Glo luciferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5034009,1,Scientific Literature,J Med Chem,2021,None,TIME = 24.0 hr,AGONIST,
CHEMBL4447851,,None,546.79,2,5.56,64,C[C@H](C[C@@H]1OC(C)(C)O[C@H]1C(C)(C)O)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4C[C@@H](O)[C@]3(C)[C@@]2(C)CC1,EC50,'=',2300,nM,5.64,,,UO_0000065,10.31,0.2,0.08,5.86,0,CHEMBL4408862,Transactivation of FXR (unknown origin) transfected in HepG2 cells co-expressing pBSEP/pGL4.74 incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4406841,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3307718,,,
CHEMBL4633499,,None,559.88,2,8.24,84,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(CNc2ccc(CC(=O)O)cc2)c(Cl)c1,EC50,'=',940000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5236198,Agonist activity at FXR in human HeLa cells incubated for 24 hrs by Dual-Glo luciferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,TIME = 24.0 hr,AGONIST,
CHEMBL4527188,,None,469.34,0,3.51,17,CC(=O)NCCN(Cc1ccccc1)C(=O)c1n[nH]c2c1COc1ccc(Br)cc1-2,EC50,'=',11000,nM,4.96,,,UO_0000065,10.57,0.23,1.45,5.68,0,CHEMBL4404101,Agonist activity at FXR transfected in human HEK293T cells o-expressing pGL3/hBSEP/luc incubated for 24 hrs by Steady-Glo reagent based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4402557,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL5266846,,None,599.45,2,7.13,19c,O=C(O)c1ccc(-c2nc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5c(Cl)cccc5Cl)noc3C3CC3)C4)no2)cc1F,EC50,'<',50,nM,,,,UO_0000065,,,,,0,CHEMBL5236173,Agonist activity at FXR (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL197194,VIDOFLUDIMUS,3,355.37,0,4,Vidofludimus,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,EC50,'=',450,nM,6.35,,,UO_0000065,17.86,0.33,2.35,8.39,0,CHEMBL5236173,Agonist activity at FXR (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL4643503,,None,570.86,2,8.26,24b,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C)c(Cl)c1,EC50,'=',31.6,nM,7.5,,,UO_0000065,13.14,0.27,-0.76,8.3,0,CHEMBL5236176,Agonist activity at human FXR by lanthascreen TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL4741830,,None,556.01,2,6.73,19,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5c(F)cccc5Cl)noc4C4CC4)CC3)cc21,EC50,'=',5.2,nM,8.28,,,UO_0000065,14.9,0.29,1.55,10.26,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4760686,,None,609.57,2,7.09,37,O=C(O)c1cc(F)c2nc(N3CCC(F)(COCc4c(-c5cccc(OC(F)(F)F)c5)noc4C4CC4)CC3)sc2c1,EC50,'=',7210,nM,5.14,,,UO_0000065,8.44,0.17,-1.95,5.25,0,CHEMBL4702898,Agonist activity at GST-tagged human FXR LBD assessed as induction of biotinylated coactivator SRC-1 peptide recruitment measured after 2 hrs by streptavidin-conjugated AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,AGONIST,
CHEMBL4786636,,None,569.46,2,7.9,8,O=C(O)c1ccc2cc(N3CCC(F)(COCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)ccc2c1,EC50,'=',100,nM,7,,,UO_0000065,12.29,0.25,-0.9,9.23,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4280310,,None,586.86,2,6.56,2,O=C(O)c1ccc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)nc1,EC50,'=',7.1,nM,8.15,,,UO_0000065,13.89,0.29,1.59,7.48,0,CHEMBL4256225,Agonist activity at FXR (unknown origin) by mammalian one hybrid assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4251727,1,Scientific Literature,ACS Med Chem Lett,2018,None,,,
CHEMBL4753047,,None,501.51,2,6.33,10a,O=C(Nc1ccccc1)N1CCC(OCc2c(-c3ccccc3OC(F)(F)F)noc2C2CC2)CC1,EC50,'=',8300,nM,5.08,,,UO_0000065,10.13,0.19,-1.25,6.61,0,CHEMBL4733383,Agonist activity at human FXR expressed in HEK293T cells co-transfected with BSEP plasmid assessed as receptor transactivation after 24 hrs by BSEP-luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4732059,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 24.0 hr,AGONIST,
CHEMBL4761277,,None,531.53,2,6.34,10h,COc1ccc(NC(=O)N2CCC(OCc3c(-c4ccccc4OC(F)(F)F)noc3C3CC3)CC2)cc1,EC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4733383,Agonist activity at human FXR expressed in HEK293T cells co-transfected with BSEP plasmid assessed as receptor transactivation after 24 hrs by BSEP-luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4732059,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 24.0 hr,,
CHEMBL4785785,,None,531.53,2,6.34,10i,COc1cccc(NC(=O)N2CCC(OCc3c(-c4ccccc4OC(F)(F)F)noc3C3CC3)CC2)c1,EC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4733383,Agonist activity at human FXR expressed in HEK293T cells co-transfected with BSEP plasmid assessed as receptor transactivation after 24 hrs by BSEP-luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4732059,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 24.0 hr,,
CHEMBL5087098,,None,420.84,0,3.75,27,CS(=O)(=O)Nc1ccc(CNC(=O)c2ccc(CC(F)(F)F)cc2)c(Cl)c1,EC50,'=',4000,nM,5.4,,,UO_0000065,12.83,0.27,1.65,7.17,0,CHEMBL5034731,Agonist activity at recombinant human full-length FXR expressed in HeLa cells co-expressing human RXRalpha after 24 hrs by Dual-Glo luciferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5034009,1,Scientific Literature,J Med Chem,2021,None,TIME = 24.0 hr,AGONIST,
CHEMBL318457,,None,542.85,2,8.87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL318457,,None,542.85,2,8.87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL402063,E-GUGGULSTERONE,None,312.45,0,4.64,1; GS,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4374468,Agonist activity at GST-tagged FXR-LBD (unknown origin) assessed as biotinylated SRC-1 recruitment after 30 mins by Alpha Screen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4373669,1,Scientific Literature,Medchemcomm,2019,None,,,
CHEMBL240597,CHENODIOL,4,392.58,0,4.48,2; CDCA,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',8000,nM,5.1,,,UO_0000065,12.98,0.25,0.62,6.55,0,CHEMBL4374468,Agonist activity at GST-tagged FXR-LBD (unknown origin) assessed as biotinylated SRC-1 recruitment after 30 mins by Alpha Screen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4373669,1,Scientific Literature,Medchemcomm,2019,None,,,
CHEMBL4577381,,None,444.54,0,3.64,7,CC(=O)NCCN(Cc1ccccc1)C(=O)c1nn(C)c2c1COc1ccc(C3CC3)cc1-2,EC50,'=',186,nM,6.73,,,UO_0000065,15.14,0.28,3.09,8.8,0,CHEMBL4404101,Agonist activity at FXR transfected in human HEK293T cells o-expressing pGL3/hBSEP/luc incubated for 24 hrs by Steady-Glo reagent based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4402557,1,Scientific Literature,J Med Chem,2020,None,,,
